Year,Country,Link,Voted For,Juror A,Juror B,Juror C,Juror D,Juror E,Jury,Televoting,Jury points,Televoting points,Jury rank,Televoting rank
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Ireland,11,4,4,3,2,10 points 2nd,7 points 4th,10,7,2,4
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Israel,3,25,21,25,25,15th,12 points 1st,0,12,15,1
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Italy,10,8,6,10,10,1 point 10th,4 points 7th,1,4,10,7
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Latvia,1,19,7,17,7,4 points 7th,15th,4,0,7,15
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Lithuania,21,18,8,5,16,13th,1 point 10th,0,1,13,10
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Luxembourg,7,11,15,20,9,14th,14th,0,0,14,14
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Norway,24,17,23,21,24,25th,22nd,0,0,25,22
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Portugal,14,21,3,7,6,3 points 8th,11th,3,0,8,11
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Serbia,15,20,14,14,14,20th,23rd,0,0,20,23
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Slovenia,23,13,16,19,13,23rd,24th,0,0,23,24
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Sweden,16,3,5,1,21,8 points 3rd,18th,8,0,3,18
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Switzerland,5,5,1,2,1,12 points 1st,6 points 5th,12,6,1,5
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,Ukraine,12,12,20,24,19,22nd,10 points 2nd,0,10,22,2
2024,Spain,https://eurovision.tv/event/malmo-2024/grand-final/results/spain,United Kingdom,13,10,9,4,8,2 points 9th,16th,2,0,9,16
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Armenia,20,5,12,16,9,14th,2 points 9th,0,2,14,9
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Austria,2,19,15,11,13,1 point 10th,17th,1,0,10,17
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Croatia,1,2,13,9,11,10 points 2nd,10 points 2nd,10,10,2,2
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Cyprus,10,9,14,3,15,2 points 9th,18th,2,0,9,18
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Estonia,24,22,25,25,23,25th,15th,0,0,25,15
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Finland,11,12,6,8,12,11th,5 points 6th,0,5,11,6
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,France,13,8,5,20,1,5 points 6th,6 points 5th,5,6,6,5
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Georgia,25,11,19,17,14,21st,22nd,0,0,21,22
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Germany,15,18,9,12,6,15th,16th,0,0,15,16
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Greece,22,6,10,24,16,18th,14th,0,0,18,14
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Ireland,17,4,20,7,21,12th,4 points 7th,0,4,12,7
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Israel,16,17,7,14,7,16th,12 points 1st,0,12,16,1
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Italy,12,7,2,10,3,7 points 4th,1 point 10th,7,1,4,10
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Latvia,18,20,21,23,10,23rd,11th,0,0,23,11
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Lithuania,8,24,23,4,18,13th,3 points 8th,0,3,13,8
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Luxembourg,9,14,4,5,4,6 points 5th,21st,6,0,5,21
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Norway,14,13,22,13,20,20th,12th,0,0,20,12
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Portugal,23,21,3,19,2,4 points 7th,23rd,4,0,7,23
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Serbia,19,23,18,22,19,24th,19th,0,0,24,19
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Slovenia,21,10,16,21,25,22nd,24th,0,0,22,24
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Spain,7,15,11,18,22,19th,13th,0,0,19,13
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Switzerland,6,1,1,1,5,12 points 1st,7 points 4th,12,7,1,4
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,Ukraine,3,16,8,6,17,3 points 8th,8 points 3rd,3,8,8,3
2024,Sweden,https://eurovision.tv/event/malmo-2024/grand-final/results/sweden,United Kingdom,5,3,17,2,8,8 points 3rd,20th,8,0,3,20
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Armenia,5,10,3,17,8,4 points 7th,1 point 10th,4,1,7,10
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Austria,24,15,17,15,24,24th,12th,0,0,24,12
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Croatia,2,14,10,3,3,8 points 3rd,10 points 2nd,8,10,3,2
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Cyprus,20,16,21,2,20,12th,20th,0,0,12,20
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Estonia,14,4,15,18,22,13th,18th,0,0,13,18
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Finland,6,19,20,24,25,21st,16th,0,0,21,16
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,France,10,8,9,1,11,5 points 6th,7 points 4th,5,7,6,4
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Georgia,13,25,22,6,10,16th,23rd,0,0,16,23
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Germany,17,20,24,4,14,14th,3 points 8th,0,3,14,8
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Greece,4,2,1,10,5,12 points 1st,4 points 7th,12,4,1,7
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Ireland,3,3,7,9,1,10 points 2nd,11th,10,0,2,11
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Israel,25,21,25,8,13,22nd,12 points 1st,0,12,22,1
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Italy,7,7,8,5,4,6 points 5th,8 points 3rd,6,8,5,3
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Latvia,21,17,16,20,21,25th,14th,0,0,25,14
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Lithuania,15,24,6,21,15,18th,15th,0,0,18,15
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Luxembourg,23,12,19,23,7,20th,17th,0,0,20,17
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Norway,18,6,14,11,17,15th,21st,0,0,15,21
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Portugal,16,18,2,7,2,7 points 4th,2 points 9th,7,2,4,9
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Serbia,11,11,11,12,16,17th,5 points 6th,0,5,17,6
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Slovenia,22,13,18,13,19,23rd,24th,0,0,23,24
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Spain,19,1,23,25,23,1 point 11th,13th,1,0,11,13
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Sweden,8,23,12,19,12,19th,19th,0,0,19,19
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,Ukraine,12,9,4,16,9,2 points 10th,6 points 5th,2,6,10,5
2024,Switzerland,https://eurovision.tv/event/malmo-2024/grand-final/results/switzerland,United Kingdom,9,5,13,14,6,3 points 9th,22nd,3,0,9,22
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Armenia,19,16,18,16,9,15th,1 point 10th,0,1,15,10
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Austria,25,19,24,12,18,18th,20th,0,0,18,20
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Croatia,8,7,9,5,2,4 points 7th,10 points 2nd,4,10,7,2
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Cyprus,23,13,22,9,14,14th,18th,0,0,14,18
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Estonia,17,22,21,19,24,25th,4 points 7th,0,4,25,7
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Finland,9,11,17,15,13,12th,2 points 9th,0,2,12,9
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,France,4,2,5,10,11,6 points 5th,6 points 5th,6,6,5,5
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Georgia,16,20,23,21,19,23rd,19th,0,0,23,19
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Germany,3,5,13,3,8,7 points 4th,15th,7,0,4,15
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Greece,15,18,25,22,17,20th,21st,0,0,20,21
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Ireland,5,3,1,2,6,10 points 2nd,8 points 3rd,10,8,2,3
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Israel,18,25,20,20,16,22nd,11th,0,0,22,11
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Italy,14,8,4,11,4,2 points 9th,12th,2,0,9,12
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Latvia,10,15,8,13,15,11th,5 points 6th,0,5,11,6
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Lithuania,7,6,3,7,5,5 points 6th,7 points 4th,5,7,6,4
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Luxembourg,21,10,10,6,7,1 point 10th,13th,1,0,10,13
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Norway,12,14,14,23,23,16th,3 points 8th,0,3,16,8
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Portugal,6,9,7,8,3,3 points 8th,22nd,3,0,8,22
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Serbia,11,21,16,24,22,17th,24th,0,0,17,24
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Slovenia,24,17,15,25,21,21st,23rd,0,0,21,23
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Spain,20,23,12,18,25,19th,17th,0,0,19,17
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Sweden,2,4,6,4,10,8 points 3rd,16th,8,0,3,16
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,Switzerland,1,1,2,1,1,12 points 1st,12 points 1st,12,12,1,1
2024,Ukraine,https://eurovision.tv/event/malmo-2024/grand-final/results/ukraine,United Kingdom,13,12,11,14,12,13th,14th,0,0,13,14
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Armenia,20,9,14,12,15,17th,14th,0,0,17,14
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Austria,22,8,19,18,9,16th,15th,0,0,16,15
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Croatia,3,4,13,13,1,8 points 3rd,7 points 4th,8,7,3,4
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Cyprus,13,13,8,9,7,1 point 10th,13th,1,0,10,13
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Estonia,25,18,21,24,16,23rd,16th,0,0,23,16
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Finland,19,14,23,23,13,22nd,3 points 8th,0,3,22,8
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,France,16,25,25,17,10,20th,2 points 9th,0,2,20,9
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Georgia,15,21,12,15,19,19th,22nd,0,0,19,22
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Germany,11,20,10,3,12,2 points 9th,17th,2,0,9,17
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Greece,21,22,18,21,11,21st,1 point 10th,0,1,21,10
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Ireland,12,1,15,8,4,7 points 4th,10 points 2nd,7,10,4,2
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Israel,17,23,9,6,24,15th,12 points 1st,0,12,15,1
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Italy,7,7,4,4,18,5 points 6th,12th,5,0,6,12
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Latvia,4,6,7,7,23,3 points 8th,4 points 7th,3,4,8,7
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Lithuania,8,17,11,19,5,11th,8 points 3rd,0,8,11,3
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Luxembourg,6,15,5,5,8,4 points 7th,19th,4,0,7,19
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Norway,23,24,22,20,25,25th,20th,0,0,25,20
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Portugal,2,3,1,2,3,12 points 1st,21st,12,0,1,21
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Serbia,10,16,17,14,17,18th,23rd,0,0,18,23
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Slovenia,5,12,16,16,14,14th,24th,0,0,14,24
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Spain,24,19,20,22,22,24th,11th,0,0,24,11
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Sweden,9,5,3,11,6,6 points 5th,18th,6,0,5,18
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Switzerland,1,10,2,1,2,10 points 2nd,5 points 6th,10,5,2,6
2024,United Kingdom,https://eurovision.tv/event/malmo-2024/grand-final/results/united-kingdom,Ukraine,14,11,6,10,21,13th,6 points 5th,0,6,13,5
